user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,clean_hashtags,clean_text,clean_tweets,label,classes
Meghan Elizabeth Trainor,"Seattle, WA","Artist. Seattle. Coast Salish territory. A pop-druid, not a pop-droid. @itp_nyu '05. Witancræftlic = Old English for Science-based. IG: @megghatron",2012-09-14 03:21:00,1233.0,22.0,34855.0,True,2021-01-01 20:41:00,"Blue Blooded Spider Magic
“I am a witch, &amp; I believe in vaccines.”
The #blueblood of #horseshoecrabs, a species mor… https://t.co/ChoH8E4PKP","['blueblood', 'horseshoecrabs']",Twitter Web App,False,"blueblood, horseshoecrabs",blue blooded spider magici am a witch amp i believe in vaccinesthe blueblood of horseshoecrabs a species mor,blue blooded spider magic i am a witch i believe in vaccine the blueblood of horseshoecrabs a specie mor,opinion,1
US 101,"Chicago, IL","Sami Jarroush - Host/Creator of US 101, a weekly show about American history. https://t.co/BiKZvDqgsc",2017-02-14 23:47:00,738.0,336.0,16161.0,False,2021-03-04 22:41:00,Player one has earned the power of FULL VACCINATION!!! #CovidVaccine https://t.co/CIlvlJteni,['CovidVaccine'],Twitter for iPhone,False,covidvaccine,player one has earned the power of full vaccination covidvaccine,player one ha earned the power of full vaccination covidvaccine,opinion,1
Imperial People,"London, England","Supporting @ImperialNHS staff, partners, future employees & other professionals to get talking. Share your experiences, achievements and opportunities with us.",2014-01-27 11:26:00,3342.0,895.0,7736.0,True,2021-01-29 16:40:00,"“We’re doing this for ourselves and for the public!”

Vivian, who works at CXH, has had her #CovidVaccine.

All… https://t.co/fskYR9CR0s",['CovidVaccine'],Hootsuite Inc.,False,covidvaccine,were doing this for ourselves and for the publicvivian who works at cxh has had her covidvaccineall,we are doing this for ourselves and for the public vivian who work at cxh ha had her covidvaccine all,fact/announcement,0
TJ,home,Male - Many topics covered here - Voted for Brexit - I fully #backboris 100%,2011-06-12 14:46:00,3007.0,4499.0,9933.0,False,2021-03-24 11:09:00,Yes specially after the way they have treated us since #brexit  - with  threats of #CovidVaccine ban threats - they… https://t.co/qXuP6sa5YZ,"['brexit', 'CovidVaccine']",Twitter for iPad,False,"brexit, covidvaccine",yes specially after the way they have treated us since brexit with threats of covidvaccine ban threats they,yes specially after the way they have treated u since brexit with threat of covidvaccine ban threat they,opinion,1
Beaux Beauty (Renee),"Occupied Caddo, Turtle Island ","St'at'imc & Unangax, QawalanginTribe of Unalaska, USAF vet, deputy coroner, ISU Cyclone, current blogger. Iowan stuck in Louisiana.",2015-08-14 22:39:00,8293.0,2678.0,66248.0,True,2021-01-31 07:49:00,Isn't it great when racist yt dudes try to settlersplain Native stuff to actual Natives? 🤣🤣 #NativeTwitter… https://t.co/LHAlgS6aOc,['NativeTwitter'],Twitter for Android,False,nativetwitter,isnt it great when racist yt dudes try to settlersplain native stuff to actual natives nativetwitter,is not it great when racist yt dude try to settlersplain native stuff to actual native nativetwitter,opinion,1
Lisa Kay 💙,Warwickshire,"Mother to 2 beautiful girls 2 bulldogs and a German shepherd, 4 chickens and wife to Brad 💙",2012-10-19 23:25:00,186.0,604.0,6071.0,True,2021-02-04 09:02:00,Just took my papa for his first covid injection at Stoneleigh Park. Thank you @AstraZeneca and NHS volunteers 💙 #CovidVaccine,['CovidVaccine'],Twitter for iPhone,False,covidvaccine,just took my papa for his first covid injection at stoneleigh park thank you and nhs volunteers covidvaccine,just took my papa for his first covid injection at stoneleigh park thank you and nh volunteer covidvaccine,opinion,1
Royal Borough of Kensington and Chelsea,"Kensington and Chelsea, London","Official Twitter feed for Kensington and Chelsea Council, monitored 9am-5.30pm, Mon-Fri. For media and communication queries call 020 7361 2826.",2009-02-06 14:49:00,17792.0,1084.0,3585.0,True,2021-03-22 17:30:00,"Sharing false information about the #COVIDVaccine can be dangerous. 

Check before you share. The @NHSuk is the bes… https://t.co/sXv0tcMUO3",['COVIDVaccine'],Socialbakers,False,covidvaccine,sharing false information about the covidvaccine can be dangerous check before you share the is the bes,sharing false information about the covidvaccine can be dangerous check before you share the is the be,fact/announcement,0
Kyoko Takayama,"Livermore, CA","Lead @OFA_EBC #organizing w @AllOnTheLine, @IndivisibleTeam, @ROVVote, @SwingLeft & @OurRevolution in SF East Bay.",2012-04-04 17:36:00,790.0,1123.0,1499.0,False,2021-02-22 15:18:00,Watching National #CovidVaccine Forum day 1 of 3. https://t.co/dseOxrxMiJ,['CovidVaccine'],Twitter Web App,False,covidvaccine,watching national covidvaccine forum day 1 of 3,watching national covidvaccine forum day of,fact/announcement,0
Shadow,Nairobi,"Always have something to publish over a cup of ☕️. 
Politics, health, climate change &space science. 
RELAX, it's 99% CREDIBLE Propaganda!",2015-05-04 08:55:00,963.0,1176.0,9652.0,True,2020-11-18 14:21:00,"@kipmurkomen @RailaOdinga 🤣🤣🤣holding a pen ready to append his signature on the #BBISignaturesLaunch 
meanwhile, vi… https://t.co/l65Uqx3Az8",['BBISignaturesLaunch'],Twitter Web App,False,bbisignatureslaunch,holding a pen ready to append his signature on the bbisignatureslaunch meanwhile vi,holding a pen ready to append his signature on the bbisignatureslaunch meanwhile vi,fact/announcement,0
Geedot media,,"📱 Entertainment and News at your fingertips ⚡Speed of light updates
 💬 Your opinions matter",2020-07-13 13:55:00,67.0,53.0,81.0,False,2021-03-23 12:33:00,"Davido shares throwback pictures of his parents 😍
#COVID19 #CovidVaccine #simi #tuesdayvibe #tuesdaymotivations https://t.co/OCVHmy2kRf","['COVID19', 'CovidVaccine', 'simi', 'tuesdayvibe', 'tuesdaymotivations']",Twitter for Android,False,"covid19, covidvaccine, simi, tuesdayvibe, tuesdaymotivations",davido shares throwback pictures of his parents covid19 covidvaccine simi tuesdayvibe tuesdaymotivations,davido share throwback picture of his parent covid covidvaccine simi tuesdayvibe tuesdaymotivations,opinion,1
NaimPatel,"London, England",I like to cook and bake in my spare time,2019-09-18 10:31:00,29.0,376.0,8219.0,False,2021-03-19 19:48:00,#CovidVaccine i got mine!,['CovidVaccine'],Twitter for iPhone,False,covidvaccine,covidvaccine i got mine,covidvaccine i got mine,opinion,1
Miss Brightside😊🖤,,NHS🇬🇧 All views are my own 🙌🏻 The following will be blocked immediately - Left wing FBPE 3.5% 77th 💪🏻 Gab: MissBrightside #NHSBlackheart,2020-12-30 19:09:00,630.0,1404.0,3727.0,True,2021-02-07 05:14:00,"@BobNottm has had his 2nd #CovidVaccine 
Funny that....
Most other people haven’t.
Including the very elderly &amp; vul… https://t.co/KmdqqTTkI4",['CovidVaccine'],Twitter for iPhone,False,covidvaccine,has had his 2nd covidvaccine funny thatmost other people haventincluding the very elderly amp vul,ha had his nd covidvaccine funny that most other people have not including the very elderly vul,opinion,1
DirectLine,,,2020-11-03 21:48:00,0.0,0.0,0.0,True,2020-11-09 16:12:00,@SkyNews Let's all go to Wales to have night out now pubs reopen #wales #CovidVaccine  #COVID19 https://t.co/WUvVCWyesF,"['wales', 'CovidVaccine', 'COVID19']",Twitter for Android,False,"wales, covidvaccine, covid19",lets all go to wales to have night out now pubs reopen wales covidvaccine covid19,let u all go to wale to have night out now pub reopen wale covidvaccine covid,opinion,1
Alexandra C. Pauley,"Atlanta, GA","Political Scientist | ABD at @GSUPoliSci | Political Persuasion, Prejudice, Entertainment & News Media Effects | Writer | Health + Disability Advocate
(she/her)",2011-04-06 18:56:00,270.0,817.0,1286.0,True,2021-01-11 23:39:00,Hi fellow #autoimmune &amp; #immunesuppressed people! Have you heard of any states putting ppl with compromised immune… https://t.co/kfo07R07bB,"['autoimmune', 'immunesuppressed']",Twitter for Android,False,"autoimmune, immunesuppressed",hi fellow autoimmune amp immunesuppressed people have you heard of any states putting ppl with compromised immune,hi fellow autoimmune immunesuppressed people have you heard of any state putting ppl with compromised immune,fact/announcement,0
yogurt wildfire,"Brooklyn, NY",huh? what? where?,2009-07-30 22:51:00,37.0,348.0,203.0,True,2020-12-28 17:38:00,Got the #CovidVaccine and now I understand #blockchaintechnology,"['CovidVaccine', 'blockchaintechnology']",Twitter for iPhone,False,"covidvaccine, blockchaintechnology",got the covidvaccine and now i understand blockchaintechnology,got the covidvaccine and now i understand blockchaintechnology,opinion,1
Richard Guy,"Cambridge, Ontario","Husband, father, music lover, Paramedic.",2011-09-14 23:33:00,207.0,577.0,4592.0,True,2021-02-14 22:51:00,Fully vaccinated. I love science. #COVIDVaccine https://t.co/EnTiiMo0Vl,['COVIDVaccine'],Twitter for iPhone,False,covidvaccine,fully vaccinated i love science covidvaccine,fully vaccinated i love science covidvaccine,opinion,1
"NHS Bedfordshire, Luton and Milton Keynes CCGs 💙",,"We are responsible for the planning, organising and purchasing of NHS funded healthcare for the people of Bedfordshire, Luton and Milton Keynes. 

#TeamBLMK",2013-03-11 12:48:00,5350.0,905.0,1746.0,True,2021-01-21 14:38:00,"The #CovidVaccine is safe and one of the most effective defences against #Covid19 (#coronavirus). 

#Bedford GP, Dr… https://t.co/1QTqLE4fGi","['CovidVaccine', 'Covid19', 'coronavirus', 'Bedford']",Hootsuite Inc.,False,"covidvaccine, covid19, coronavirus, bedford",the covidvaccine is safe and one of the most effective defences against covid19 coronavirus bedford gp dr,the covidvaccine is safe and one of the most effective defence against covid coronavirus bedford gp dr,fact/announcement,0
Dionne,,"‘14 MN Psychiatrist of the Year, AMA alt Delegate, APA Assembly Rep, Co Pres ZVMS, @mnmed BOT, Jeremiah House BOD, 100 Most Influential Healthcare Leaders in MN",2011-09-20 00:57:00,1158.0,1255.0,26325.0,True,2021-01-19 16:03:00,Current mood- vaccinated! I have a history of severe allergies. I brought my #Epipen to vaccine clinic @HennepinHC… https://t.co/eUP7A3xnIa,['Epipen'],Twitter for iPhone,False,epipen,current mood vaccinated i have a history of severe allergies i brought my epipen to vaccine clinic,current mood vaccinated i have a history of severe allergy i brought my epipen to vaccine clinic,opinion,1
Saxafi Media,"Hargeysa, Somaliland","Saxafi Media Network is a media outlet which publishes the most reliable and trusted daily Somali Language newspaper ""Saxafi"" in  Hargeysa, Somaliland",2010-09-20 14:44:00,2850.0,2922.0,45.0,False,2021-03-24 16:45:00,#President @musebiihi on Tuesday received the first jab of the #Oxford #AstraZeneca #CovidVaccine after #Somaliland… https://t.co/SDBVVptyWv,"['President', 'Oxford', 'AstraZeneca', 'CovidVaccine', 'Somaliland']",WordPress.com,False,"president, oxford, astrazeneca, covidvaccine, somaliland",president on tuesday received the first jab of the oxford astrazeneca covidvaccine after somaliland,president on tuesday received the first jab of the oxford astrazeneca covidvaccine after somaliland,fact/announcement,0
Shoshana,,I was obsessed with vaccines pre-pandemic,2011-07-19 19:18:00,185.0,462.0,7461.0,True,2020-12-28 18:55:00,Knowing family and friends who have gotten a covid vaccine makes me so happy for them and the patients they care for #CovidVaccine,['CovidVaccine'],Twitter for iPhone,False,covidvaccine,knowing family and friends who have gotten a covid vaccine makes me so happy for them and the patients they care for covidvaccine,knowing family and friend who have gotten a covid vaccine make me so happy for them and the patient they care for covidvaccine,opinion,1
The IZ Partnership,"Houston, TX","We are unapologetic advocates of immunization.  Protect yourself, protect your family.  Immunize.  Prevent what's preventable.",2008-11-16 21:16:00,2170.0,2217.0,574.0,True,2021-02-04 21:34:00,Dallas County TX @DCHHS has opened a registration hotline for those still on a quest for the #CovidVaccine. Give it… https://t.co/2o47Z3lEXB,['CovidVaccine'],Twitter Web App,False,covidvaccine,dallas county tx has opened a registration hotline for those still on a quest for the covidvaccine give it,dallas county tx ha opened a registration hotline for those still on a quest for the covidvaccine give it,fact/announcement,0
The CRUSADE Channel,"New Orleans, LA","Independent Radio Station Ft. The Mike Church Show. It’s Not Just Talk, It’s Radio!",2015-12-11 22:21:00,2168.0,315.0,3364.0,False,2021-04-12 14:09:00,"EXCELLENT article on a few reasons not to take the #CovidVaccine if you can refute any of these, we'd love to hear… https://t.co/uBVyshgyWk",['CovidVaccine'],Twitter Web App,False,covidvaccine,excellent article on a few reasons not to take the covidvaccine if you can refute any of these wed love to hear,excellent article on a few reason not to take the covidvaccine if you can refute any of these we would love to hear,opinion,1
Indiana Department of Health,Indiana,Official account of the Indiana Department of Health. Promoting and providing essential public health services.,2012-05-18 19:00:00,33374.0,1043.0,5443.0,True,2021-01-10 23:10:00,"Nearly 86,000 Hoosiers age 80 or older have scheduled appointments to receive free #CovidVaccine as of 4 p.m. Sunda… https://t.co/gORZRH6s3u",['CovidVaccine'],Twitter Web App,False,covidvaccine,nearly 86000 hoosiers age 80 or older have scheduled appointments to receive free covidvaccine as of 4 pm sunda,nearly hoosier age or older have scheduled appointment to receive free covidvaccine a of p m sunda,fact/announcement,0
MIDAS Travel,+44 207 440 5300 | London,News and tips from the MIDAS Travel team - delivering expertise and a personalised service for premium business travellers,2013-10-29 13:26:00,134.0,435.0,175.0,True,2020-11-09 19:22:00,Promising nonetheless 🤞 #CovidVaccine https://t.co/3crm4FLJTc,['CovidVaccine'],Twitter Web App,False,covidvaccine,promising nonetheless covidvaccine,promising nonetheless covidvaccine,opinion,1
Mahmud Nawaz,"Wakefield, England",NED at @midyorkshirenhs | School Governor at @stanleygrovepri | @nhsorgandonor Ambassador | #OrganDonation committee @leedshospitals) and @midyorkshirenhs,2010-01-23 12:25:00,1239.0,4992.0,21016.0,True,2021-01-21 20:20:00,"Pls protect yourself, friends and family by taking the #CovidVaccine when offered ⬇️

@NHSBME @SeacoleG @ApnaNhs… https://t.co/TwvRfksXyb",['CovidVaccine'],Twitter for iPhone,False,covidvaccine,pls protect yourself friends and family by taking the covidvaccine when offered,pls protect yourself friend and family by taking the covidvaccine when offered,fact/announcement,0
DAVID NORFORD,United States,Driven to Succeed,2014-09-11 02:07:00,166.0,474.0,395.0,True,2021-01-09 01:25:00,The latest NDH Logistics Daily®! https://t.co/Wwb2V5M5Cj Thanks to @RachelVanD @ericreports #supplychain #covidvaccine,"['supplychain', 'covidvaccine']",Paper.li,False,"supplychain, covidvaccine",the latest ndh logistics daily thanks to supplychain covidvaccine,the latest ndh logistics daily thanks to supplychain covidvaccine,opinion,1
Steve Beasant,Grimsby,Liberal Democrat Councillor for the East Marsh Ward - Community Politician (serving local residents),2009-05-10 11:17:00,4368.0,2689.0,2385.0,False,2021-03-18 15:20:00,#CovidVaccine: Supply issues 'will not impact roadmap' - Hancock https://t.co/40v8EFVIyw,['CovidVaccine'],Twitter Web App,False,covidvaccine,covidvaccine supply issues will not impact roadmap hancock,covidvaccine supply issue will not impact roadmap hancock,fact/announcement,0
Coffeewithagemini,,Need a fun read? Visit https://t.co/cCup4pnPqP!,2020-10-30 16:50:00,3.0,25.0,50.0,False,2021-03-12 13:04:00,"As someone who has been vaccinated just letting you guys know, that second shot hits different. #CovidVaccine… https://t.co/8ui8rOCZVq",['CovidVaccine'],Twitter for Android,False,covidvaccine,as someone who has been vaccinated just letting you guys know that second shot hits different covidvaccine,a someone who ha been vaccinated just letting you guy know that second shot hit different covidvaccine,opinion,1
Dr Harsh Vardhan,Delhi,"Union Minister for Health & Family Welfare, Science & Tech, Earth Sciences, Govt of India. ENT Surgeon. Chairman, Exec Board, WHO. Author - A Tale Of Two Drops.",2009-09-27 13:11:00,2680642.0,677.0,4564.0,True,2021-01-13 16:59:00,It is mandatory to carry the Photo ID used at the time of #COVIDVaccine registration to the #COVID19 vaccination si… https://t.co/ZI7tfVNhRa,"['COVIDVaccine', 'COVID19']",Twitter for Android,False,"covidvaccine, covid19",it is mandatory to carry the photo id used at the time of covidvaccine registration to the covid19 vaccination si,it is mandatory to carry the photo id used at the time of covidvaccine registration to the covid vaccination si,opinion,1
Paul Quinn,"Dublin City, Ireland","📺🎥TV News Reporter with @virginmedianews

Previously @NewstalkFM @TodayFM & @ABCNews

DM's open | 📧 paul.quinn@virginmedia.ie

All views my own",2011-03-02 21:52:00,6720.0,5084.0,19146.0,True,2021-02-18 17:52:00,"#COVIDVaccine 

💉280,581 doses of COVID-19 vaccine have been administered in Ireland

💉182,193 people have received… https://t.co/XAxKZ8e4hY",['COVIDVaccine'],Twitter for Android,False,covidvaccine,covidvaccine 280581 doses of covid19 vaccine have been administered in ireland182193 people have received,covidvaccine dos of covid vaccine have been administered in ireland people have received,fact/announcement,0
Martyn wells,"Leicester, England",,2016-03-01 06:22:00,15.0,54.0,69.0,True,2021-01-12 06:08:00,"So even after having the vacine you still can't go out. Whats the point then? #CovidVaccine
https://t.co/0GWWTrvbIN",['CovidVaccine'],Twitter for Android,False,covidvaccine,so even after having the vacine you still cant go out whats the point then covidvaccine,so even after having the vacine you still cannot go out what is the point then covidvaccine,opinion,1
JADIANN THOMPSON,"Boston, MA",4X Emmy award winner. Boston @7News anchor 4-5|5:30|6:30|9:00 p.m. Razorback. Black Belt. Horse Rider 🐴 https://t.co/TUQfrHfNAU,2009-01-16 22:27:00,15559.0,3165.0,10450.0,True,2021-01-27 21:52:00,Here is the link to sign up 75+ yo residents for #CovidVaccine in Mass https://t.co/7ko460v22l,['CovidVaccine'],Twitter Web App,False,covidvaccine,here is the link to sign up 75 yo residents for covidvaccine in mass,here is the link to sign up yo resident for covidvaccine in mass,fact/announcement,0
Granicus,"St. Paul, MN","Technology for the people changing our world. We empower 4,500+ government orgs to engage citizens, improve decisions and change lives. Also see: @GranicusUK",2008-04-15 21:05:00,25026.0,4410.0,824.0,True,2021-01-19 23:02:00,"ICYMI: On the Granicus Blog: Building Trust, Participation in the COVID Vaccine Process 💉 #govtech #covidsolutions… https://t.co/azwRibarwP","['govtech', 'covidsolutions']",Sprout Social,False,"govtech, covidsolutions",icymi on the granicus blog building trust participation in the covid vaccine process govtech covidsolutions,icymi on the granicus blog building trust participation in the covid vaccine process govtech covidsolutions,fact/announcement,0
CVS & Rite Aid Vaccine Finder CA,,I'm a bot working to find CVS & Rite Aid #Vaccine appointments in California,2021-02-13 18:55:00,1879.0,7.0,595.0,False,2021-03-25 17:11:00,"167 Rite Aids show #CovidVaccine slots in CA:
Agoura Hills
Beverly Hills
Culver City
Duarte
Fresno
Granada Hills
Ho… https://t.co/bee91muCCx",['CovidVaccine'],,False,covidvaccine,167 rite aids show covidvaccine slots in caagoura hillsbeverly hillsculver cityduartefresnogranada hillsho,rite aid show covidvaccine slot in ca agoura hill beverly hill culver city duarte fresno granada hill ho,fact/announcement,0
I can sing so well⚪,"Ruiru, Kenya","Singer, Music Producer 
Ohh, Computer Science is fucking me up🤧

Check out my website",2019-06-05 05:55:00,1345.0,3285.0,3335.0,False,2021-03-19 08:48:00,"First drill beat attempt😎
.
.
#drill #beatmaker #challenge #beats #beatmaking #drillbeat #drillmusic #CovidVaccine… https://t.co/DYXYH8pgOr","['drill', 'beatmaker', 'challenge', 'beats', 'beatmaking', 'drillbeat', 'drillmusic', 'CovidVaccine']",Twitter for Android,False,"drill, beatmaker, challenge, beats, beatmaking, drillbeat, drillmusic, covidvaccine",first drill beat attemptdrill beatmaker challenge beats beatmaking drillbeat drillmusic covidvaccine,first drill beat attempt drill beatmaker challenge beat beatmaking drillbeat drillmusic covidvaccine,opinion,1
सजेश कुमार | Sajesh kumar,"Versova, Mumbai","Love to do tree Plantation,Pollution - need to beat. #patna",2010-03-26 16:35:00,274.0,302.0,12943.0,True,2021-01-12 18:20:00,Re started using #ICICIBank debit card 💳 समझें 😛😛#COVID19 #CovidVaccine #covidpackage to Nahi mila by @FinMinIndia,"['ICICIBank', 'COVID19', 'CovidVaccine', 'covidpackage']",Twitter for iPhone,False,"icicibank, covid19, covidvaccine, covidpackage",re started using icicibank debit card covid19 covidvaccine covidpackage to nahi mila by,re started using icicibank debit card covid covidvaccine covidpackage to nahi mila by,fact/announcement,0
Yale Department of Radiology & Biomedical Imaging,"New Haven, CT","The official Twitter feed for the Dept. of Radiology & Biomedical Imaging at Yale School of Medicine, a world leader in patient care, research and education.",2012-01-03 21:45:00,1979.0,1066.0,724.0,True,2021-01-22 20:20:00,@YaleRadiology and @ynhhealth are doing their part to #CrushCOVID.  Please take the opportunity when it is your tur… https://t.co/jowpG8IbST,['CrushCOVID'],TweetDeck,False,crushcovid,and are doing their part to crushcovid please take the opportunity when it is your tur,and are doing their part to crushcovid please take the opportunity when it is your tur,fact/announcement,0
𝕿𝖍𝖔𝖒𝖆𝖘·王 🍁,"Vancouver 溫哥華, Canada 加拿大 🇨🇦",🚫 Trumpsters/Trump粉❗ | Newsaholic | #Atheist ⚛️ | Hashtag #️⃣ abuser | #OCD | Mostly tweet about #China #中國 #中国 🇨🇳 | Some tweets may shock and/or offend.,2012-01-26 22:34:00,1370.0,651.0,642.0,True,2020-11-18 17:31:00,Covid-19: Chinese vaccine 'successful in mid-stage trials' https://t.co/Xh8F8qCt9f #China #COVIDVaccine #COVID19 #COVID_19,"['China', 'COVIDVaccine', 'COVID19', 'COVID_19']",Twitter Web App,False,"china, covidvaccine, covid19, covid19",covid19 chinese vaccine successful in midstage trials china covidvaccine covid19 covid19,covid chinese vaccine successful in mid stage trial china covidvaccine covid covid,fact/announcement,0
PharmForward by Sathguru,,"Timely & critical #insights - global #biopharma 
Brought to you by @Sathgurumc
#CompetitiveIntelligence #Innovation #Deals #M&A #PharmaBusinessIntelligence",2020-08-08 07:45:00,26.0,28.0,13.0,True,2020-11-17 13:18:00,"After #Pfizer , @moderna_tx announces 94.5% efficacy of its mRNA #Covid_19 vaccine from their interim Phase III res… https://t.co/PcnLGi6ay9","['Pfizer', 'Covid_19']",Twitter Web App,False,"pfizer, covid19",after pfizer announces 945 efficacy of its mrna covid19 vaccine from their interim phase iii res,after pfizer announces efficacy of it mrna covid vaccine from their interim phase iii re,fact/announcement,0
Jamie Hynes,,"UK GP, FRCGP, Trainer, Illustrator. Daddy to my boys! Creator: ‘The National Health’ #GP150w #GPKipling #IAMUK Winner. Vice 🪑 Midland Faculty RCGP #CIAN He/Him",2015-09-25 01:28:00,2186.0,483.0,6253.0,True,2021-01-29 16:04:00,"I see Johnson &amp; Johnson have released their vaccine. 

That’ll be no more tiers presumably

#COVID19 #CovidVaccine https://t.co/qirGa1gBJJ","['COVID19', 'CovidVaccine']",Twitter for iPhone,False,"covid19, covidvaccine",i see johnson amp johnson have released their vaccine thatll be no more tiers presumablycovid19 covidvaccine,i see johnson johnson have released their vaccine that will be no more tier presumably covid covidvaccine,opinion,1
#FLOODS,Queensland Australia Global ,Journalista #COVID #Geopolitics #HumanRights #WomensRights #Environment #AnimalWelfare #Privacy #Surveillance #TargetedIndividuals https://t.co/YZnsvfB5ve,2010-11-28 03:00:00,3692.0,5000.0,32899.0,False,2021-03-23 09:36:00,@normanswan please explain this and if the #fluvaccine can impair or impact the #CovidVaccine and vice versa. https://t.co/cCNf6x45AI,"['fluvaccine', 'CovidVaccine']",Twitter for Android,False,"fluvaccine, covidvaccine",please explain this and if the fluvaccine can impair or impact the covidvaccine and vice versa,please explain this and if the fluvaccine can impair or impact the covidvaccine and vice versa,opinion,1
ovk_junior,"Tema, Ghana",crazy Dancer 🕺 & Comedian 👀. 🇳🇬🇬🇭🇩🇪🇬🇼🇬🇦🇨🇦🇩🇿🏳️‍🌈🇦🇷🇯🇲🇮🇪🇮🇸🇭🇺🇰🇬🇲🇾🇲🇱🇳🇪🇷🇴🇿🇼🇾🇪,2018-09-04 03:04:00,485.0,83.0,3140.0,True,2020-11-17 07:59:00,So it’s now U guys are finally hearing me #NanaAddoIsCorrupt I have been saying this saaaaaa Big Big English suuuuu… https://t.co/i98sm13GcN,['NanaAddoIsCorrupt'],Twitter for iPhone,False,nanaaddoiscorrupt,so its now u guys are finally hearing me nanaaddoiscorrupt i have been saying this saaaaaa big big english suuuuu,so it is now you guy are finally hearing me nanaaddoiscorrupt i have been saying this saaaaaa big big english suuuuu,opinion,1
Rebecca Bingham,"Salt Lake City, Utah",Associate Director of Marketing at University of Utah Health. Tweets are my own.,2012-11-30 21:31:00,836.0,1061.0,13325.0,False,2021-03-12 02:36:00,Thank you @RideUTA This a great service for our community. #CovidVaccine https://t.co/eanPD0SOci,['CovidVaccine'],Twitter for iPhone,False,covidvaccine,thank you this a great service for our community covidvaccine,thank you this a great service for our community covidvaccine,opinion,1
We are Primary Care,England,Official NHS England and NHS Improvement account supporting the primary care workforce and #PrimaryCareNetworks to deliver high quality care for communities.,2019-09-16 08:29:00,5470.0,917.0,3448.0,True,2021-02-11 15:26:00,"Brilliant! 💉

#CovidVaccine #PrimaryCareNetworks https://t.co/mFstYuAPng","['CovidVaccine', 'PrimaryCareNetworks']",TweetDeck,False,"covidvaccine, primarycarenetworks",brilliant covidvaccine primarycarenetworks,brilliant covidvaccine primarycarenetworks,opinion,1
Amit Sammi,Leicester / Nottingham ,"CCG Head of Strategy & Planning. 
Non-practising Pharmacist.
Diagnosed THFC fan. #NHS #FPL  ☬ #LaughterIsTheBestMedicine 
Views my own
RT≠ Endorsement",2016-03-01 19:44:00,927.0,1121.0,5477.0,True,2021-01-19 17:09:00,"Clarity and assurance in #Punjabi regarding the #CovidVaccine from @drcartersingh 👇 
#GetYourTeeka https://t.co/wMpDMMkIPX","['Punjabi', 'CovidVaccine', 'GetYourTeeka']",Twitter for Android,False,"punjabi, covidvaccine, getyourteeka",clarity and assurance in punjabi regarding the covidvaccine from getyourteeka,clarity and assurance in punjabi regarding the covidvaccine from getyourteeka,opinion,1
Karen Moyle 🌊🌊🌊 ♿️ 🏴‍☠️🗳,,#Resistance #BlueWave2020 #WorkingFamilies #MultipleSclerosis,2012-07-20 20:14:00,1153.0,595.0,313120.0,True,2020-12-29 16:18:00,I strongly suspect it’s a feature and not a bug #CovidVaccine https://t.co/sFdew6POgT,['CovidVaccine'],Twitter for iPad,False,covidvaccine,i strongly suspect its a feature and not a bug covidvaccine,i strongly suspect it is a feature and not a bug covidvaccine,opinion,1
Right To Truth Media,"Tennessee, USA","SEEKING HIDDEN KNOWLEDGE
Obscured by Mind Controllers!
Media,Educator's,Historians,Scientists,Clergy,Govts.
TRUTH Will Prevail!
 RESEARCH REACT RESPOND 💻📽📸",2009-06-23 05:12:00,2490.0,2246.0,9738.0,True,2021-04-09 18:16:00,People who got #Moderna #COVIDvaccine report more side effects than Pfizer recipients https://t.co/akMbRl02pV via @nypost,"['Moderna', 'COVIDvaccine']",Twitter Web App,False,"moderna, covidvaccine",people who got moderna covidvaccine report more side effects than pfizer recipients via,people who got moderna covidvaccine report more side effect than pfizer recipient via,fact/announcement,0
WhyWeVax,,We provide you and your family with research-backed resources on #vaccines so you can make informed decisions that will keep you healthy.,2019-03-26 18:36:00,345.0,1739.0,202.0,True,2021-02-08 19:01:00,In case you missed it: have your #COVIDvaccine questions answered by Why We Vax Scientific Advisory Board member Dr… https://t.co/BDieRAIo8K,['COVIDvaccine'],Hootsuite Inc.,False,covidvaccine,in case you missed it have your covidvaccine questions answered by why we vax scientific advisory board member dr,in case you missed it have your covidvaccine question answered by why we vax scientific advisory board member dr,fact/announcement,0
Random Portland Guy,"Portland, Oregon","Belligerent optimist, commercial aviation management professional, and my mother's favorite. 🏳️‍🌈🇺🇸✈️ (he/him)",2021-01-27 17:17:00,36.0,377.0,2934.0,False,2021-03-25 16:35:00,I got scolded for doing a happy dance in the middle of the convention center. #CovidVaccine #oregon https://t.co/9Ug83InmZj,"['CovidVaccine', 'oregon']",Twitter for iPhone,False,"covidvaccine, oregon",i got scolded for doing a happy dance in the middle of the convention center covidvaccine oregon,i got scolded for doing a happy dance in the middle of the convention center covidvaccine oregon,opinion,1
